Subject,Number,Course Title,Year,Term,Primary Instructor,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,averageGPA,studentCount,courseDesc
CS,296,Honors Course,2017,Fall,"Fagen-Ulmschnei, Wade A",0,92,0,0,0,0,0,8,0,0,0,0,0,1,3.84,101,Group projects for honors credit in computer science. Sections of this course are offered in conjunction with other 200-level computer science courses taken concurrently. A special examination may be required for admission to this course. May be repeated. 
CS,296,Honors Course,2017,Fall,"Zilles, Craig",4,12,0,2,6,0,0,1,0,0,0,0,3,1,3.238,29,Group projects for honors credit in computer science. Sections of this course are offered in conjunction with other 200-level computer science courses taken concurrently. A special examination may be required for admission to this course. May be repeated. 
CS,296,Honors Course,2017,Spring,"Angrave, Lawrence C",7,19,3,4,0,0,0,0,0,0,0,0,0,0,3.889,33,Group projects for honors credit in computer science. Sections of this course are offered in conjunction with other 200-level computer science courses taken concurrently. A special examination may be required for admission to this course. May be repeated. 
CS,296,Honors Course,2017,Spring,"Heeren, Cinda",35,36,2,0,0,0,0,1,0,0,0,0,0,0,3.964,74,Group projects for honors credit in computer science. Sections of this course are offered in conjunction with other 200-level computer science courses taken concurrently. A special examination may be required for admission to this course. May be repeated. 
CS,296,Honors Course,2018,Fall,"Fagen-Ulmschnei, Wade A",0,72,2,0,3,2,0,2,0,0,0,0,1,0,3.825,82,Group projects for honors credit in computer science. Sections of this course are offered in conjunction with other 200-level computer science courses taken concurrently. A special examination may be required for admission to this course. May be repeated. 
CS,296,Honors Course,2018,Spring,"Fagen-Ulmschnei, Wade A",13,13,5,2,1,0,0,1,0,0,0,0,4,4,3.4360000000000004,43,Group projects for honors credit in computer science. Sections of this course are offered in conjunction with other 200-level computer science courses taken concurrently. A special examination may be required for admission to this course. May be repeated. 
CS,296,Honors Course,2019,Spring,"Fagen-Ulmschnei, Wade A",44,44,5,6,0,0,0,1,0,0,0,0,2,0,3.846,102,Group projects for honors credit in computer science. Sections of this course are offered in conjunction with other 200-level computer science courses taken concurrently. A special examination may be required for admission to this course. May be repeated. 
CS,357,Numerical Methods I,2010,Fall,"Hirani, Anil N",8,23,0,14,7,0,5,14,12,0,15,0,6,2,2.5610000000000004,106,"Fundamentals of numerical methods for students in science and engineering; floating-point computation, systems of linear equations, approximation of functions and integrals, the single nonlinear equation, and the numerical solution of ordinary differential equations; various applications in science and engineering; programming exercises and use of high quality mathematical library routines. "
CS,357,Numerical Methods I,2010,Spring,"Gropp, William D",2,56,25,14,20,12,2,5,3,0,1,2,4,0,3.318,146,"Fundamentals of numerical methods for students in science and engineering; floating-point computation, systems of linear equations, approximation of functions and integrals, the single nonlinear equation, and the numerical solution of ordinary differential equations; various applications in science and engineering; programming exercises and use of high quality mathematical library routines. "
CS,357,Numerical Methods I,2011,Fall,"Yershova, Ganna",9,37,18,26,25,11,19,7,9,0,2,0,2,0,3.1289999999999996,165,"Fundamentals of numerical methods for students in science and engineering; floating-point computation, systems of linear equations, approximation of functions and integrals, the single nonlinear equation, and the numerical solution of ordinary differential equations; various applications in science and engineering; programming exercises and use of high quality mathematical library routines. "
CS,357,Numerical Methods I,2011,Spring,"Gambill, Thomas N",14,28,25,31,28,5,15,10,4,2,5,0,1,0,3.1519999999999997,168,"Fundamentals of numerical methods for students in science and engineering; floating-point computation, systems of linear equations, approximation of functions and integrals, the single nonlinear equation, and the numerical solution of ordinary differential equations; various applications in science and engineering; programming exercises and use of high quality mathematical library routines. "
CS,357,Numerical Methods I,2012,Fall,"Hirani, Anil N",2,30,13,28,18,12,3,12,4,1,6,0,3,0,3.03,132,"Fundamentals of numerical methods for students in science and engineering; floating-point computation, systems of linear equations, approximation of functions and integrals, the single nonlinear equation, and the numerical solution of ordinary differential equations; various applications in science and engineering; programming exercises and use of high quality mathematical library routines. "
CS,357,Numerical Methods I,2013,Fall,"Semeraro, Bart D",33,28,28,22,30,11,10,11,3,1,4,2,3,0,3.2060000000000004,186,"Fundamentals of numerical methods for students in science and engineering; floating-point computation, systems of linear equations, approximation of functions and integrals, the single nonlinear equation, and the numerical solution of ordinary differential equations; various applications in science and engineering; programming exercises and use of high quality mathematical library routines. "
CS,357,Numerical Methods I,2013,Spring,"Shaffer, Eric G",2,91,42,7,22,11,4,6,3,0,4,0,3,0,3.4619999999999997,195,"Fundamentals of numerical methods for students in science and engineering; floating-point computation, systems of linear equations, approximation of functions and integrals, the single nonlinear equation, and the numerical solution of ordinary differential equations; various applications in science and engineering; programming exercises and use of high quality mathematical library routines. "
CS,357,Numerical Methods I,2014,Fall,"Kloeckner, Andreas P",7,61,23,20,30,20,11,19,4,13,7,3,5,3,2.9730000000000003,226,"Fundamentals of numerical methods for students in science and engineering; floating-point computation, systems of linear equations, approximation of functions and integrals, the single nonlinear equation, and the numerical solution of ordinary differential equations; various applications in science and engineering; programming exercises and use of high quality mathematical library routines. "
CS,357,Numerical Methods I,2014,Spring,"Semeraro, Bart D",5,19,23,26,35,27,19,16,9,8,3,6,2,0,2.793,198,"Fundamentals of numerical methods for students in science and engineering; floating-point computation, systems of linear equations, approximation of functions and integrals, the single nonlinear equation, and the numerical solution of ordinary differential equations; various applications in science and engineering; programming exercises and use of high quality mathematical library routines. "
CS,357,Numerical Methods I,2015,Fall,"Olson, Luke",0,51,24,32,33,14,17,8,7,6,3,3,0,0,3.108,198,"Fundamentals of numerical methods for students in science and engineering; floating-point computation, systems of linear equations, approximation of functions and integrals, the single nonlinear equation, and the numerical solution of ordinary differential equations; various applications in science and engineering; programming exercises and use of high quality mathematical library routines. "
CS,357,Numerical Methods I,2015,Spring,"Kloeckner, Andreas P",5,52,13,21,24,7,13,11,10,7,6,3,0,1,3.0389999999999997,173,"Fundamentals of numerical methods for students in science and engineering; floating-point computation, systems of linear equations, approximation of functions and integrals, the single nonlinear equation, and the numerical solution of ordinary differential equations; various applications in science and engineering; programming exercises and use of high quality mathematical library routines. "
CS,357,Numerical Methods I,2015,Spring,"Shaffer, Eric G",2,41,10,14,25,11,16,24,3,5,3,0,4,0,2.909,158,"Fundamentals of numerical methods for students in science and engineering; floating-point computation, systems of linear equations, approximation of functions and integrals, the single nonlinear equation, and the numerical solution of ordinary differential equations; various applications in science and engineering; programming exercises and use of high quality mathematical library routines. "
CS,357,Numerical Methods I,2016,Fall,"Kloeckner, Andreas P",12,113,20,18,15,12,9,11,7,11,12,4,9,1,3.14,254,"Fundamentals of numerical methods for students in science and engineering; floating-point computation, systems of linear equations, approximation of functions and integrals, the single nonlinear equation, and the numerical solution of ordinary differential equations; various applications in science and engineering; programming exercises and use of high quality mathematical library routines. "
