courseNo,courseTitle,year,term,primaryInstructor,aPlus,a,aMinus,bPlus,b,bMinus,cPlus,c,cMinus,dPlus,d,dMinus,f,courseDesc
357,Numerical Methods I,2013,Spring,"Shaffer, Eric G",2,91,42.0,7.0,22,11.0,4.0,6,3.0,0.0,4,0.0,3,"Fundamentals of numerical methods for students in science and engineering; floating-point computation, systems of linear equations, approximation of functions and integrals, the single nonlinear equation, and the numerical solution of ordinary differential equations; various applications in science and engineering; programming exercises and use of high quality mathematical library routines. "
357,Numerical Methods I,2014,Fall,"Kloeckner, Andreas P",7,61,23.0,20.0,30,20.0,11.0,19,4.0,13.0,7,3.0,5,"Fundamentals of numerical methods for students in science and engineering; floating-point computation, systems of linear equations, approximation of functions and integrals, the single nonlinear equation, and the numerical solution of ordinary differential equations; various applications in science and engineering; programming exercises and use of high quality mathematical library routines. "
357,Numerical Methods I,2014,Spring,"Semeraro, Bart D",5,19,23.0,26.0,35,27.0,19.0,16,9.0,8.0,3,6.0,2,"Fundamentals of numerical methods for students in science and engineering; floating-point computation, systems of linear equations, approximation of functions and integrals, the single nonlinear equation, and the numerical solution of ordinary differential equations; various applications in science and engineering; programming exercises and use of high quality mathematical library routines. "
357,Numerical Methods I,2015,Fall,"Olson, Luke",0,51,24.0,32.0,33,14.0,17.0,8,7.0,6.0,3,3.0,0,"Fundamentals of numerical methods for students in science and engineering; floating-point computation, systems of linear equations, approximation of functions and integrals, the single nonlinear equation, and the numerical solution of ordinary differential equations; various applications in science and engineering; programming exercises and use of high quality mathematical library routines. "
357,Numerical Methods I,2015,Spring,"Kloeckner, Andreas P",5,52,13.0,21.0,24,7.0,13.0,11,10.0,7.0,6,3.0,0,"Fundamentals of numerical methods for students in science and engineering; floating-point computation, systems of linear equations, approximation of functions and integrals, the single nonlinear equation, and the numerical solution of ordinary differential equations; various applications in science and engineering; programming exercises and use of high quality mathematical library routines. "
357,Numerical Methods I,2015,Spring,"Shaffer, Eric G",2,41,10.0,14.0,25,11.0,16.0,24,3.0,5.0,3,0.0,4,"Fundamentals of numerical methods for students in science and engineering; floating-point computation, systems of linear equations, approximation of functions and integrals, the single nonlinear equation, and the numerical solution of ordinary differential equations; various applications in science and engineering; programming exercises and use of high quality mathematical library routines. "
357,Numerical Methods I,2016,Fall,"Kloeckner, Andreas P",12,113,20.0,18.0,15,12.0,9.0,11,7.0,11.0,12,4.0,9,"Fundamentals of numerical methods for students in science and engineering; floating-point computation, systems of linear equations, approximation of functions and integrals, the single nonlinear equation, and the numerical solution of ordinary differential equations; various applications in science and engineering; programming exercises and use of high quality mathematical library routines. "
357,Numerical Methods I,2016,Spring,"Heath, Michael T",9,16,21.0,14.0,33,18.0,18.0,24,10.0,4.0,8,3.0,6,"Fundamentals of numerical methods for students in science and engineering; floating-point computation, systems of linear equations, approximation of functions and integrals, the single nonlinear equation, and the numerical solution of ordinary differential equations; various applications in science and engineering; programming exercises and use of high quality mathematical library routines. "
357,Numerical Methods I,2016,Spring,"Shaffer, Eric G",3,9,9.0,10.0,17,7.0,8.0,7,9.0,3.0,2,4.0,1,"Fundamentals of numerical methods for students in science and engineering; floating-point computation, systems of linear equations, approximation of functions and integrals, the single nonlinear equation, and the numerical solution of ordinary differential equations; various applications in science and engineering; programming exercises and use of high quality mathematical library routines. "
357,Numerical Methods I,2017,Fall,"Olson, Luke",49,86,43.0,48.0,55,30.0,31.0,36,13.0,12.0,11,5.0,14,"Fundamentals of numerical methods for students in science and engineering; floating-point computation, systems of linear equations, approximation of functions and integrals, the single nonlinear equation, and the numerical solution of ordinary differential equations; various applications in science and engineering; programming exercises and use of high quality mathematical library routines. "
357,Numerical Methods I,2017,Spring,"Kloeckner, Andreas P",59,47,52.0,35.0,31,34.0,32.0,25,15.0,8.0,8,5.0,12,"Fundamentals of numerical methods for students in science and engineering; floating-point computation, systems of linear equations, approximation of functions and integrals, the single nonlinear equation, and the numerical solution of ordinary differential equations; various applications in science and engineering; programming exercises and use of high quality mathematical library routines. "
357,Numerical Methods I,2018,Fall,"Silva, Mariana T",39,100,44.0,35.0,50,30.0,19.0,27,20.0,7.0,8,4.0,9,"Fundamentals of numerical methods for students in science and engineering; floating-point computation, systems of linear equations, approximation of functions and integrals, the single nonlinear equation, and the numerical solution of ordinary differential equations; various applications in science and engineering; programming exercises and use of high quality mathematical library routines. "
357,Numerical Methods I,2018,Spring,"Silva, Mariana T",29,65,70.0,50.0,48,22.0,32.0,19,12.0,9.0,8,9.0,7,"Fundamentals of numerical methods for students in science and engineering; floating-point computation, systems of linear equations, approximation of functions and integrals, the single nonlinear equation, and the numerical solution of ordinary differential equations; various applications in science and engineering; programming exercises and use of high quality mathematical library routines. "
357,Numerical Methods I,2019,Spring,"Silva, Mariana T",41,100,45.0,45.0,34,17.0,20.0,17,7.0,7.0,3,5.0,8,"Fundamentals of numerical methods for students in science and engineering; floating-point computation, systems of linear equations, approximation of functions and integrals, the single nonlinear equation, and the numerical solution of ordinary differential equations; various applications in science and engineering; programming exercises and use of high quality mathematical library routines. "
361,Prob & Stat for Computer Sci,2016,Fall,"Peng, Jian",12,16,7.0,14.0,6,1.0,4.0,2,2.0,0.0,1,0.0,1,"Introduction to probability theory and statistics with applications to computer science. Topics include: visualizing datasets, summarizing data, basic descriptive statistics, conditional probability, independence, Bayes theorem, random variables, joint and conditional distributions, expectation, variance and covariance, central limit theorem. Markov inequality, Chebyshev inequality, law of large numbers, Markov chains, simulation, the PageRank algorithm, populations and sampling, sample mean, standard error, maximum likelihood estimation, Bayes estimation, hypothesis testing, confidence intervals, linear regression, principal component analysis, classification, and decision trees. "
361,Prob & Stat for Computer Sci,2017,Fall,"Barber, Richard C",4,20,5.0,2.0,0,0.0,0.0,0,1.0,0.0,0,0.0,3,"Introduction to probability theory and statistics with applications to computer science. Topics include: visualizing datasets, summarizing data, basic descriptive statistics, conditional probability, independence, Bayes theorem, random variables, joint and conditional distributions, expectation, variance and covariance, central limit theorem. Markov inequality, Chebyshev inequality, law of large numbers, Markov chains, simulation, the PageRank algorithm, populations and sampling, sample mean, standard error, maximum likelihood estimation, Bayes estimation, hypothesis testing, confidence intervals, linear regression, principal component analysis, classification, and decision trees. "
361,Prob & Stat for Computer Sci,2017,Spring,"Sinha, Saurabh",8,21,14.0,3.0,6,6.0,1.0,1,0.0,0.0,2,1.0,1,"Introduction to probability theory and statistics with applications to computer science. Topics include: visualizing datasets, summarizing data, basic descriptive statistics, conditional probability, independence, Bayes theorem, random variables, joint and conditional distributions, expectation, variance and covariance, central limit theorem. Markov inequality, Chebyshev inequality, law of large numbers, Markov chains, simulation, the PageRank algorithm, populations and sampling, sample mean, standard error, maximum likelihood estimation, Bayes estimation, hypothesis testing, confidence intervals, linear regression, principal component analysis, classification, and decision trees. "
